Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Department,Region,Report Status,Submission Date,Reviewer Name,Compliance Score,Remarks
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Transparency,Audit Data,Prepare Regulatory Reports,290c1e2e-4fbe-4227-881e-eac75b3a5ac7,Finance,Americas,Rejected,2025-06-07,Tara Le,75.12,Term some method clear.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Regulatory Data,Validate Submissions,4b008bc2-423a-4cf9-994d-1bf1047df39f,Finance,Americas,In Review,2025-05-23,Bryan Long,98.62,Thank head remember car.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Review Compliance Reports,6a9590fb-6791-4c00-963e-828942b81936,Legal,APAC,Pending,2025-06-05,Samantha Reynolds,76.21,Of cultural claim course give include bed seat.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,6daafb9c-8d36-41f5-94dc-42469e2fc2c9,Legal,Americas,In Review,2025-04-16,Lori Myers,79.92,Act ever during almost both well.
Risk Management,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Prepare Regulatory Reports,4ed12a78-6130-4525-97e2-9acdaa1b985b,Legal,EMEA,Submitted,2025-03-26,Kevin Aguilar,70.4,Data black yet activity fight theory speech.
Risk Management,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,cf65ebd3-b7c9-4da6-b352-cf6cc167c115,Legal,APAC,Rejected,2025-07-14,Desiree Haley,88.21,Offer often of entire nor onto practice.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Governance,Audit Data,Review Compliance Reports,ece184fb-2ba6-4984-92ff-dfecfcfb1313,Compliance,APAC,Submitted,2025-01-28,Michael Lang,70.48,Them type mouth.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Transparency,Regulatory Data,Prepare Regulatory Reports,5070cb6c-8322-4fc5-add0-4a93409dad1d,Finance,EMEA,Approved,2025-01-27,Holly Johnson,76.5,Add later work do set.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Compliance Data,Validate Submissions,e75d0f4e-f4d2-4fe4-86f5-60e298f61659,Compliance,EMEA,Pending,2025-01-05,Holly Reed,94.8,White least loss former.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Governance,Compliance Data,Review Compliance Reports,ea15a674-0d42-43d3-a864-8ac714f7546d,Compliance,APAC,Rejected,2025-07-28,Holly Hernandez,77.77,Responsibility somebody matter man only free true single.
Risk Management,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Transparency,Regulatory Data,Review Compliance Reports,203a38e9-8d92-4f74-b0b3-2e3d517628f1,Finance,Americas,Rejected,2025-07-12,Martha Moses,75.19,Car management south sometimes use admit drop.
Risk Management,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,d9b6d55c-e404-4822-bb85-875ede1dd9da,Operations,EMEA,Approved,2025-08-08,Levi Clark,70.68,Mouth sport might woman ten.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Compliance,Audit Data,Review Compliance Reports,7447cb96-f77c-43b8-9386-ee1a16608590,Legal,APAC,Rejected,2025-03-10,Stephen Wood,76.32,Concern high behind box debate bill.
Operational Risk,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,9ca2435b-457b-4544-b13e-eb07c6d46ac2,Finance,EMEA,Rejected,2025-06-26,Philip Miller,77.39,Very behind perhaps officer policy choice large.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Compliance,Compliance Data,Review Compliance Reports,6279d492-a9ff-4d68-9f87-c5f871925c4f,Legal,EMEA,Pending,2025-04-27,Benjamin Nguyen,94.67,Production stay production much.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,e2db1af1-2091-43f6-9287-f35eb3fe1a50,Finance,EMEA,Pending,2025-03-08,Gregory Clarke,89.0,Only art left.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Governance,Compliance Data,Validate Submissions,935a47d3-50a8-43fe-bdfe-9c16d35b928a,Legal,EMEA,Pending,2025-10-12,Jackie Bridges,73.79,Floor prevent store coach black product.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,1cee3249-2180-4a04-bd9f-7aa3c5249aea,Finance,APAC,Pending,2025-04-19,Jennifer Miller PhD,77.01,Year hour finish if audience.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Transparency,Compliance Data,Review Compliance Reports,dac6ca97-b3ad-401e-ad9a-7278262dd5b9,Operations,APAC,Pending,2025-09-10,Patricia Sanchez,93.86,Serve finish president information.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Compliance,Regulatory Data,Review Compliance Reports,2f20551d-c31f-4f37-930c-83408a77fc49,Finance,EMEA,In Review,2025-06-23,Kelly Anderson,92.08,Culture eight others tonight she candidate feeling seem.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Review Compliance Reports,6992f853-d3d5-41c4-a70f-d7c504968fdf,Compliance,EMEA,In Review,2025-09-21,Sarah Steele,78.83,While participant look view.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Compliance,Regulatory Data,Prepare Regulatory Reports,1176121b-39d0-49d1-a2ae-3d45621ff46a,Finance,EMEA,Pending,2025-06-01,Jimmy Miranda,82.35,Base discover church relationship.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Compliance,Compliance Data,Prepare Regulatory Reports,322b3d43-27f8-46b8-8d46-82235c336c58,Finance,APAC,Pending,2025-04-01,James Patton,83.26,Arm probably trip daughter discussion allow agreement so.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Validate Submissions,d6488631-933f-48bc-bae5-c19d5486f67d,Operations,EMEA,Rejected,2025-05-22,Jacqueline Watson,78.2,Environmental win within red.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Review Compliance Reports,b7972c30-9c10-4e0b-b449-e77b3251e755,Operations,APAC,Pending,2025-05-31,Patricia Smith,74.42,Court carry use begin president store name.
Operational Risk,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,64282c0d-550b-4ffd-bf31-4880d84fa2fc,Operations,EMEA,Rejected,2025-07-12,Jessica Patterson,82.33,Future necessary drop feeling oil.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Validate Submissions,097a4e88-5022-460c-90e5-72c52c3fa531,Operations,Americas,Pending,2025-05-14,Mitchell Anderson,80.93,Of section today only economy represent example individual.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,3c3fe91c-5163-4fcf-ad3a-8cd939d0ab4d,Finance,Americas,In Review,2025-05-04,Lori Myers,98.17,Administration blood sister hospital son church night director.
Operational Risk,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Validate Submissions,c9d40700-2a70-4990-8cc5-8be7b0e04f66,Finance,EMEA,Approved,2025-05-09,Stacy Hansen,75.62,Debate prepare beautiful group morning sit success present.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Compliance,Regulatory Data,Prepare Regulatory Reports,5740e112-67bf-415e-a0a3-b09fb80a73d4,Compliance,APAC,In Review,2025-09-25,William Guerrero,87.6,Himself say court read.
Risk Management,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Transparency,Regulatory Data,Review Compliance Reports,fcab64a7-b629-4850-bcc2-7c8eda59cfd5,Legal,Americas,Pending,2025-04-22,Stephen Smith,90.63,Wait enough create inside.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Governance,Audit Data,Review Compliance Reports,b772eae5-31ab-4166-b9ac-c785fbb11102,Finance,APAC,Submitted,2025-07-22,Timothy Guerrero,70.99,Store five participant.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Review Compliance Reports,1c2b149b-9085-4a80-bc67-f8fbfd431613,Finance,EMEA,Pending,2025-04-02,Mary Mcconnell,95.91,Role build need military about.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Transparency,Compliance Data,Review Compliance Reports,c4ad63c8-dbc6-4bc4-bd29-805e4b06c95e,Compliance,Americas,Rejected,2025-08-22,Elizabeth Gonzalez,70.84,Knowledge good phone care population issue foreign.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,bac8d4b1-2778-4aa2-b5fd-649f879c4e48,Legal,EMEA,Rejected,2025-01-24,Vernon Jenkins,99.19,Strong raise month door fall such book.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Governance,Audit Data,Review Compliance Reports,6a73aac8-7670-422c-a499-2851d8b78e01,Compliance,EMEA,Rejected,2025-01-20,Katherine Bailey,75.12,Culture town indicate vote wall local.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Governance,Audit Data,Validate Submissions,475e38c1-f3ab-403f-ad87-4193a8fd0d98,Operations,Americas,Pending,2025-08-20,Connie Bryant,86.3,Property generation task old.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Governance,Audit Data,Prepare Regulatory Reports,fcd57f71-adc5-4fb0-b81a-e9908929028a,Legal,APAC,In Review,2025-08-16,Michael Leach Jr.,95.42,Appear hope major feel society.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,2318ff25-de66-4197-886a-1296c4d0d44c,Compliance,EMEA,Pending,2025-07-22,Raven Martinez,79.18,Somebody federal charge consider.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,3f8f71cf-3438-4fb8-a05b-d72d21663d50,Legal,Americas,Pending,2025-10-05,Melissa Lee,91.51,Television again yet Congress during age.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Validate Submissions,edb07b54-ac43-436a-a056-1b7fc0da09fb,Legal,EMEA,Submitted,2025-02-10,David Macdonald,83.14,Deal position school former door.
Risk Management,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,acf5fb16-d436-4075-aece-96f5ebff14b4,Legal,Americas,Approved,2025-04-07,Julie Hardy,78.77,Ball understand finish.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,7e9267b3-35d3-45e7-872d-9b22ebce116e,Legal,Americas,Pending,2025-04-25,Donna Esparza,93.28,Its stand rate go paper wind he staff.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,c788fa2f-be6c-4ff1-b7da-499e956feb86,Finance,EMEA,Pending,2025-08-11,Jerry Taylor,70.67,Back reflect wall difference book technology.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Review Compliance Reports,bfb46c0d-8a16-4f29-a70d-a3c5367158e1,Compliance,APAC,Approved,2025-03-26,Steven Mack,76.97,Whom clear where attorney of.
Operational Risk,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Regulatory Data,Review Compliance Reports,5ab08b56-626a-4539-a929-f9704f3643f4,Operations,APAC,Submitted,2025-01-18,Jose Baker,84.77,Let statement president.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Governance,Audit Data,Review Compliance Reports,f767f9b2-ce79-4485-8365-f899107db24c,Finance,APAC,In Review,2025-06-27,Debbie Irwin,76.43,Trade question recent attorney debate.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,cef115e8-6785-4128-a576-ce0abd027223,Compliance,APAC,Rejected,2025-04-26,Jodi Tran,83.57,Half economy perform thousand first capital.
Risk Management,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Regulatory Data,Prepare Regulatory Reports,2ffb86b8-4664-41f5-9495-a915e29fb08c,Operations,Americas,Approved,2025-02-27,Douglas Brewer,75.39,Thus fire ball where small hour.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Compliance,Audit Data,Prepare Regulatory Reports,81097998-a017-466d-b42b-29d131a609b0,Finance,EMEA,Approved,2025-04-09,Ricky Russell,80.44,Affect anyone technology keep chair.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,049b8c1b-218a-4250-84d1-6e26881c2bfa,Finance,APAC,Approved,2025-07-22,Ryan Trujillo,71.07,Mr main major camera popular.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Regulatory Data,Validate Submissions,e6699e59-2483-4416-adaa-99f3a19adde3,Operations,APAC,Rejected,2025-06-01,Lance Ochoa,73.11,Give argue national agent life wish carry.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Compliance,Regulatory Data,Review Compliance Reports,6579a0f2-9e18-46f9-9a3d-9996c9683ff2,Legal,Americas,Approved,2025-05-23,Stephanie Davis,71.77,Spend rock allow summer treat charge.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,063ae5fe-c998-4028-858e-e733c89f2f4a,Finance,APAC,Rejected,2025-03-03,Emily Cox,74.15,Whom model over week record and.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,c0370a49-5712-4f8d-88ca-7b125132cf92,Finance,EMEA,Pending,2025-07-25,Michelle Lee,79.22,Reality admit thing build.
Risk Management,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,02f8f45a-279a-4534-a4c7-aa0bb29aae02,Legal,Americas,In Review,2025-03-16,Tanner Hughes,99.54,Wind party of training think option goal.
Risk Management,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Review Compliance Reports,c5c82f53-9868-4027-b52f-714bc4fc104e,Legal,APAC,Submitted,2025-05-28,Megan Schultz,75.03,Water particularly development receive through artist sound right.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,17a649e8-8a42-47cd-936a-6103108693fd,Finance,EMEA,Approved,2025-01-04,Robert Bowen,80.16,Key suffer Mrs finally.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Governance,Audit Data,Review Compliance Reports,ac42587e-d3f5-49fb-ba72-fdeeef8671ef,Compliance,Americas,Pending,2025-04-27,Gail Strong,86.86,Officer page people our by personal ever.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,81e632e7-c1ee-4a2c-a8a2-a5dbeebbc0e5,Compliance,Americas,Rejected,2025-01-23,Angela Martinez,79.97,Usually face upon involve sense.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,b38017c8-f48a-47f2-a377-17a7610a2138,Legal,EMEA,Submitted,2025-07-01,Tina Green,78.36,Because paper marriage machine of from.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Compliance,Audit Data,Prepare Regulatory Reports,704f66b4-2de4-4428-80ac-024578ee440d,Legal,EMEA,In Review,2025-06-04,Robert Lee,90.3,Night image direction court clearly white different wife.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Governance,Audit Data,Prepare Regulatory Reports,f5716b81-4427-4d35-b9e0-37adb5a98d73,Operations,APAC,Approved,2025-10-11,Cynthia Wilson,90.13,West past region himself policy past.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,263065b1-c4b9-4311-8355-aac5b5f04a34,Operations,EMEA,Rejected,2025-04-02,Shelby Martinez,77.58,By baby hear none high current.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Review Compliance Reports,4fd95a2f-d2c6-43ce-9b2d-be984f4c5e03,Finance,EMEA,Rejected,2025-05-03,Krista Mason,77.0,Try threat standard point very fine.
Risk Management,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Prepare Regulatory Reports,4f537559-e33a-4b6d-b49c-a764837477f0,Legal,Americas,Rejected,2025-10-09,Joseph Hampton,74.99,Help street camera.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Compliance Data,Validate Submissions,e6af96b6-4e51-474b-b9da-21224a8bd130,Operations,EMEA,Submitted,2025-01-08,Terry Morris,86.03,Matter ever line improve body.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Validate Submissions,bfe49651-b236-4538-8ef7-7159026ff3c6,Operations,APAC,In Review,2025-02-17,James West,88.88,Heart likely task door though trip daughter.
Risk Management,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Validate Submissions,f1503c73-1dac-4755-83dc-515cecc9567d,Legal,APAC,Submitted,2025-04-10,Kelly Hernandez,73.07,Find four recently pay.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Validate Submissions,11f0ef35-4965-4fab-a767-44ac6264e436,Operations,APAC,In Review,2025-07-16,Cassie Miles,95.17,Wife leader professor plan cup.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,b726206c-0746-43c3-8d6a-4a06d305527d,Operations,Americas,Rejected,2025-07-01,Justin Banks,83.61,Type believe attention agreement pick well.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,1e2c588e-8bb1-4ecd-bfcd-db2fbf5783c3,Finance,Americas,In Review,2025-10-03,Ronald Garcia,89.81,Attack build to carry race two court.
Risk Management,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Compliance,Audit Data,Prepare Regulatory Reports,f209ca2e-58cd-4ef8-ac77-1dca96779750,Compliance,Americas,Pending,2025-09-07,John Tran,87.68,Tell hot point hope east culture do director.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Review Compliance Reports,00a2e97e-2a45-4ea2-9401-dfacf5b9dd5c,Legal,EMEA,Rejected,2025-05-08,Deanna Mitchell,95.14,May away Republican main dog happen.
Operational Risk,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Prepare Regulatory Reports,7b7b84e6-d5f8-4b16-9619-da0ddce1fde1,Legal,APAC,Approved,2025-02-16,Tanner Mckenzie,88.79,Research usually support recently because high charge page.
Risk Management,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Governance,Compliance Data,Validate Submissions,73c1d5d7-c058-4b93-9ee4-67474b73b240,Finance,APAC,Approved,2025-07-07,Donald Smith,77.65,Interview could firm.
Risk Management,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,f555c95f-7ebd-40f3-92f1-742f0b323a81,Compliance,EMEA,Pending,2025-09-06,Michael Church,75.88,Answer plan Mrs very but ahead.
Operational Risk,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Transparency,Compliance Data,Prepare Regulatory Reports,dc0aad67-2865-4fa9-8cc4-01973bac63a1,Compliance,APAC,Pending,2025-06-29,Jessica Flores,85.63,Leader day star serve full fund live.
Operational Risk,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,a8ec0750-61df-4700-9807-f12181f210ca,Legal,Americas,Submitted,2025-04-28,Susan Odom,90.43,Range past cultural mission loss wish reflect.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Governance,Audit Data,Validate Submissions,3f03aab1-f44d-4bd3-a109-8ad72cdfae0b,Operations,Americas,Pending,2025-06-13,Amy Wood,79.83,Kind how total lay responsibility once.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,eaaa642e-0ef1-42c1-aef9-5c1eba4583ae,Legal,Americas,Approved,2025-07-13,Denise Henderson,90.66,Land lead window history.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Compliance,Compliance Data,Prepare Regulatory Reports,908a56d8-3c8d-4148-b448-a8963747db97,Operations,APAC,Approved,2025-04-14,Kathleen Garcia,98.83,Team Mrs factor most wonder positive.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Validate Submissions,3c3e0051-7a24-414a-ba36-375d96e499f7,Finance,EMEA,Pending,2025-07-21,Michelle Glover,96.0,Area son discuss at network travel.
